ID_cliente,Nombre,Apellido,Edad,Provincia,Ocupacion,Saldo_cuenta,Limite_credito,Tiene_tarjeta,Producto_principal,Fecha_alta,Nivel_satisfaccion
993,Sofía,Gómez,31,Buenos Aires,Jubilado,134221.39,199091.91,False,Tarjeta de crédito,2021-06-25,10.0
994,Ana,Sánchez,74,Córdoba,,96667.23,164154.15,False,Tarjeta de crédito,2021-01-12,5.0
995,Diego,Fernández,74,Tucumán,Desempleado,138695.09,129089.07,False,Préstamo personal,2016-04-15,6.0
996,Marta,Martínez,25,Neuquén,Empresario,130891.84,113560.76,True,Tarjeta de crédito,2021-10-03,1.0
997,Marta,Martínez,25,Mendoza,Estudiante,89150.84,195503.24,False,Caja de ahorro,2016-10-12,1.0
998,Ana,Gómez,44,Tucumán,,12641.0,98617.9,True,Tarjeta de crédito,2017-06-04,2.0
999,María,Díaz,79,Buenos Aires,Estudiante,,145844.39,True,Caja de ahorro,2017-07-18,4.0
1000,Luis,Sánchez,29,Salta,Estudiante,187139.86,244578.85,True,Préstamo personal,2019-10-11,9.0
1001,Juan,Romero,18,Córdoba,Empresario,117002.98,129208.51,True,Tarjeta de crédito,2022-11-22,7.0
1002,Ana,Díaz,60,Córdoba,Jubilado,68022.49,99132.07,True,Tarjeta de crédito,2017-05-25,6.0
1003,Lucía,García,57,Tucumán,Empleado,112532.58,79381.68,False,Caja de ahorro,2017-07-30,1.0
1004,Lucía,Martínez,59,Neuquén,Jubilado,133832.2,246160.18,True,Caja de ahorro,2018-08-01,5.0
1005,Carlos,García,79,Salta,Desempleado,68046.72,163945.08,True,Plazo fijo,2016-07-25,4.0
1006,Ana,Pérez,68,Neuquén,Jubilado,161769.19,115236.98,True,Cuenta corriente,2015-02-23,5.0
1007,Carlos,López,28,Neuquén,Desempleado,124784.9,,False,Tarjeta de crédito,2016-08-27,9.0
1008,Ana,Rodríguez,56,Chubut,Desempleado,45004.56,123481.77,True,Cuenta corriente,2015-11-21,3.0
1009,Marta,Sánchez,60,Salta,Empleado,142818.31,75457.76,False,Cuenta corriente,2017-06-03,4.0
1010,Juan,Díaz,48,Buenos Aires,,79519.33,181524.7,True,Tarjeta de crédito,2015-09-22,8.0
1011,Marta,Martínez,34,Tucumán,Empleado,91043.48,151352.51,True,Caja de ahorro,2016-01-17,3.0
1012,Luis,García,50,Tucumán,Jubilado,,178199.35,False,Plazo fijo,2018-05-21,3.0
1013,Sofía,Fernández,49,Chubut,Desempleado,131572.32,150262.02,False,Préstamo personal,2021-07-08,9.0
1014,Pedro,Pérez,75,Santa Fe,Estudiante,92556.74,155249.81,False,Tarjeta de crédito,2018-10-13,5.0
1015,Ana,Rodríguez,46,Tucumán,,133687.85,60607.1,True,Tarjeta de crédito,2021-02-28,10.0
1016,Luis,Rodríguez,38,Córdoba,Desempleado,72450.88,186313.91,False,Préstamo personal,2020-10-06,1.0
1017,Sofía,Díaz,38,Buenos Aires,Empleado,66729.84,106467.61,False,Cuenta corriente,2019-02-26,7.0
1018,Diego,Sánchez,57,Salta,Empresario,62678.15,,False,Plazo fijo,2019-03-14,7.0
1019,Juan,Romero,40,Tucumán,Empleado,119801.61,128885.11,False,Cuenta corriente,2019-11-27,6.0
1020,Carlos,Fernández,73,Buenos Aires,Desempleado,65982.51,67652.66,False,Préstamo personal,2016-06-30,6.0
1021,Carlos,Díaz,23,Chubut,Desempleado,89844.37,126697.74,True,Préstamo personal,2017-05-20,3.0
1022,Marta,García,39,Tucumán,Empresario,74078.65,123912.64,False,Plazo fijo,2020-11-20,3.0
1023,Lucía,López,67,Salta,Jubilado,122004.2,134886.66,True,Préstamo personal,2018-05-08,10.0
1024,Sofía,Gómez,55,Mendoza,,13234.88,,False,Préstamo personal,2017-05-14,9.0
1025,Diego,Romero,54,Salta,Empresario,112351.64,187108.36,False,Plazo fijo,2020-05-19,1.0
1026,Luis,Sánchez,62,Salta,Jubilado,186567.16,165922.26,True,Tarjeta de crédito,2016-02-02,7.0
1027,Juan,Pérez,68,Salta,Estudiante,161801.31,115438.39,True,Cuenta corriente,2019-10-28,
1028,Sofía,Romero,71,Tucumán,Jubilado,69167.34,126738.14,True,Tarjeta de crédito,2016-01-27,7.0
1029,Diego,Martínez,25,Santa Fe,,124730.09,183525.93,True,Tarjeta de crédito,2020-11-23,8.0
1030,Pedro,Sánchez,58,Salta,Jubilado,,139701.0,False,Cuenta corriente,2019-06-01,6.0
1031,Ana,López,66,Chubut,Estudiante,173469.6,100378.57,True,Tarjeta de crédito,2017-12-13,8.0
1032,Carlos,Martínez,52,Córdoba,Jubilado,-25505.75,146656.33,False,Plazo fijo,2018-07-24,1.0
1033,Luis,Romero,68,Córdoba,Estudiante,155643.37,106486.28,False,Cuenta corriente,2020-11-28,1.0
1034,Carlos,Gómez,28,Chubut,Empresario,86624.12,121685.07,False,Caja de ahorro,2021-03-21,9.0
1035,Luis,Gómez,41,Buenos Aires,Empleado,62838.55,147975.04,True,Tarjeta de crédito,2020-10-23,4.0
1036,Marta,López,66,Santa Fe,Empresario,61409.9,192208.46,True,Préstamo personal,2021-12-28,3.0
1037,Lucía,Rodríguez,38,Buenos Aires,Empleado,35004.68,230932.99,True,Cuenta corriente,2022-09-18,6.0
1038,Luis,Fernández,68,Chubut,Empresario,69294.08,204504.62,False,Caja de ahorro,2021-12-04,
1039,Carlos,Pérez,19,Córdoba,Empleado,46013.3,147125.75,True,Préstamo personal,2015-12-30,9.0
1040,Marta,Rodríguez,57,Neuquén,Empleado,109010.86,240293.99,True,Caja de ahorro,2021-04-05,10.0
1041,Luis,Gómez,36,Córdoba,Desempleado,129496.88,172330.77,False,Tarjeta de crédito,2018-11-25,4.0
1042,Pedro,Gómez,56,Mendoza,Empleado,87171.33,110812.46,True,Préstamo personal,2017-04-25,9.0
1043,Lucía,García,45,Salta,Empleado,174986.16,153781.99,False,Tarjeta de crédito,2018-08-20,5.0
1044,Luis,Martínez,76,Neuquén,Desempleado,72578.94,123723.33,True,Préstamo personal,2016-01-27,7.0
1045,Marta,Romero,34,Córdoba,Jubilado,84556.88,100083.76,True,Cuenta corriente,2017-11-06,3.0
1046,Sofía,Pérez,23,Tucumán,Jubilado,76352.97,103031.05,True,Plazo fijo,2020-08-21,3.0
1047,María,López,36,Tucumán,Desempleado,,144110.63,True,Plazo fijo,2020-08-08,3.0
1048,Diego,Romero,73,Buenos Aires,Estudiante,134978.68,180168.24,True,Caja de ahorro,2015-05-26,8.0
1049,María,García,55,Neuquén,Empleado,,192728.13,False,Préstamo personal,2018-07-29,6.0
1050,María,Gómez,45,Buenos Aires,Empleado,93794.57,100211.28,True,Tarjeta de crédito,2019-04-22,
1051,Juan,López,19,Salta,Desempleado,32968.86,137869.65,True,Cuenta corriente,2021-01-25,9.0
1052,Pedro,Gómez,55,Salta,Desempleado,84027.97,169463.63,True,Cuenta corriente,2022-12-04,8.0
1053,Sofía,Pérez,72,Mendoza,Estudiante,173906.99,156074.34,True,Cuenta corriente,2021-01-26,1.0
1054,Ana,Martínez,54,Chubut,Jubilado,150661.89,177781.85,True,Plazo fijo,2020-07-25,6.0
1055,Luis,Romero,68,Chubut,Empresario,114702.52,132612.25,True,Tarjeta de crédito,2017-02-03,4.0
1056,Diego,Romero,69,Santa Fe,Jubilado,80777.4,200916.61,True,Cuenta corriente,2018-10-01,4.0
1057,Lucía,Rodríguez,21,Buenos Aires,Empleado,99319.08,149830.32,False,Cuenta corriente,2016-05-13,3.0
1058,Sofía,López,39,Salta,,80999.79,180308.97,False,Caja de ahorro,2020-05-20,9.0
1059,Carlos,Fernández,43,Chubut,Estudiante,159652.58,134769.05,True,Préstamo personal,2018-03-11,2.0
1060,Ana,García,66,Buenos Aires,Jubilado,58051.65,152335.64,False,Préstamo personal,2023-01-23,1.0
1061,Juan,Fernández,60,Salta,Estudiante,146183.46,86158.97,True,Préstamo personal,2019-10-27,10.0
1062,Juan,Rodríguez,53,Córdoba,Jubilado,73539.87,,False,Caja de ahorro,2015-04-28,3.0
1063,Sofía,Pérez,75,Buenos Aires,Empleado,,141701.45,True,Plazo fijo,2015-12-31,4.0
1064,Marta,García,30,Córdoba,Empresario,121338.8,,True,Caja de ahorro,2020-06-04,4.0
1065,María,Martínez,69,Buenos Aires,Estudiante,62530.63,257248.06,False,Cuenta corriente,2015-05-16,6.0
1066,Carlos,Fernández,75,Santa Fe,Estudiante,84534.38,134724.0,True,Tarjeta de crédito,2018-01-05,
1067,Juan,Martínez,49,Mendoza,Empresario,135582.03,94934.39,False,Cuenta corriente,2020-02-15,1.0
1068,Diego,Fernández,34,Tucumán,Estudiante,75042.86,218099.39,True,Cuenta corriente,2022-02-17,2.0
1069,Juan,Martínez,58,Chubut,Estudiante,101106.82,193153.51,True,Tarjeta de crédito,2015-01-18,4.0
1070,Lucía,Fernández,53,Tucumán,Jubilado,74352.79,103739.51,True,Préstamo personal,2020-03-05,7.0
1071,Luis,Martínez,72,Tucumán,,187955.86,168610.48,True,Caja de ahorro,2021-09-16,6.0
1072,Juan,Rodríguez,77,Córdoba,,196553.59,183408.26,False,Plazo fijo,2015-07-24,9.0
1073,Lucía,Sánchez,63,Neuquén,Empleado,173156.2,156553.0,True,Cuenta corriente,2016-05-13,7.0
1074,Sofía,García,36,Salta,Estudiante,93781.3,163032.88,False,Cuenta corriente,2021-06-29,5.0
1075,Sofía,López,75,Tucumán,Empleado,79862.37,124709.75,False,Plazo fijo,2016-08-17,6.0
1076,Ana,Pérez,77,Santa Fe,,61041.82,170151.57,True,Caja de ahorro,2016-07-15,10.0
1077,Juan,Díaz,52,Tucumán,Empresario,176786.06,130345.83,True,Cuenta corriente,2018-07-28,9.0
1078,Diego,Gómez,63,Buenos Aires,Jubilado,146536.19,44184.23,False,Plazo fijo,2021-12-01,1.0
1079,Juan,López,57,Córdoba,,,157850.64,False,Cuenta corriente,2021-01-20,9.0
1080,Diego,Gómez,73,Neuquén,Desempleado,87503.6,82962.03,True,Préstamo personal,2021-06-29,6.0
1081,Pedro,García,76,Buenos Aires,Empresario,12105.13,190539.77,False,Préstamo personal,2022-02-11,4.0
1082,Ana,López,45,Neuquén,Estudiante,23602.12,104767.19,False,Cuenta corriente,2022-11-18,5.0
1083,Pedro,Martínez,18,Buenos Aires,Empleado,102881.7,51879.83,False,Cuenta corriente,2016-10-01,1.0
1084,Juan,Martínez,59,Buenos Aires,Jubilado,73866.29,79228.35,True,Préstamo personal,2020-04-10,7.0
1085,Ana,Díaz,35,Chubut,Empleado,68114.94,148340.93,False,Cuenta corriente,2022-05-05,
1086,Pedro,Gómez,65,Mendoza,Empresario,117257.42,157460.31,False,Caja de ahorro,2022-09-07,5.0
1087,María,Pérez,57,Mendoza,Empresario,150682.99,93494.53,False,Caja de ahorro,2021-03-05,2.0
1088,Juan,García,50,Salta,Empleado,64938.65,107104.47,False,Tarjeta de crédito,2015-11-11,8.0
1089,Pedro,Martínez,29,Córdoba,Empresario,34719.52,149677.24,True,Caja de ahorro,2021-06-09,10.0
1090,María,Sánchez,25,Santa Fe,,66126.44,188889.11,True,Cuenta corriente,2017-06-19,7.0
1091,María,Rodríguez,41,Santa Fe,Empresario,,101596.71,False,Cuenta corriente,2021-04-05,10.0
1092,Sofía,Rodríguez,33,Santa Fe,Jubilado,129641.63,165167.01,False,Plazo fijo,2019-10-17,9.0
1093,Juan,Fernández,67,Chubut,Estudiante,99794.56,,False,Caja de ahorro,2017-03-14,4.0
1094,María,Pérez,21,Buenos Aires,,194024.46,162635.55,True,Préstamo personal,2019-04-10,9.0
1095,Sofía,Rodríguez,55,Mendoza,Empresario,136734.26,180231.68,True,Préstamo personal,2018-12-23,4.0
1096,Pedro,Fernández,61,Córdoba,Empresario,190692.81,,False,Tarjeta de crédito,2018-05-28,3.0
1097,Lucía,Gómez,44,Buenos Aires,Jubilado,29806.23,189775.91,False,Plazo fijo,2021-05-11,3.0
1098,Juan,Martínez,26,Neuquén,Jubilado,-62642.94,187109.7,True,Préstamo personal,2019-07-29,10.0
1099,Ana,Martínez,64,Mendoza,Empleado,112149.6,223877.27,False,Tarjeta de crédito,2020-07-20,2.0
1100,Diego,Sánchez,33,Mendoza,,106161.01,154344.74,False,Caja de ahorro,2019-11-04,10.0
1101,Diego,López,73,Tucumán,Empleado,,,True,Plazo fijo,2020-06-23,3.0
1102,Pedro,Rodríguez,29,Tucumán,Jubilado,104789.84,112236.04,True,Plazo fijo,2017-12-25,8.0
1103,Marta,Gómez,48,Chubut,Empleado,43798.69,141786.33,True,Cuenta corriente,2018-12-17,8.0
1104,Marta,Romero,41,Córdoba,Empleado,,145399.87,True,Caja de ahorro,2021-04-21,2.0
1105,Pedro,Rodríguez,72,Neuquén,,136809.66,,True,Plazo fijo,2020-12-12,2.0
1106,María,Pérez,31,Córdoba,Empleado,40012.56,55573.65,False,Tarjeta de crédito,2018-03-15,2.0
1107,Juan,López,62,Córdoba,Empresario,82318.18,184771.93,True,Préstamo personal,2016-09-06,10.0
1108,Diego,Rodríguez,42,Chubut,Jubilado,85406.81,112802.63,True,Caja de ahorro,2021-08-29,7.0
1109,Diego,Gómez,51,Chubut,Estudiante,66459.45,133966.84,True,Caja de ahorro,2021-10-30,6.0
1110,María,Rodríguez,20,Buenos Aires,Desempleado,41944.38,213383.41,True,Plazo fijo,2016-01-22,1.0
1111,Diego,Pérez,75,Salta,Jubilado,100625.25,172883.4,True,Plazo fijo,2021-08-27,2.0
1112,Ana,Romero,41,Chubut,Jubilado,113040.28,219608.46,True,Plazo fijo,2018-11-06,1.0
1113,Juan,García,79,Córdoba,Empresario,69490.89,154821.24,False,Tarjeta de crédito,2015-05-04,7.0
1114,Luis,Díaz,71,Tucumán,Empleado,45460.57,172219.71,True,Cuenta corriente,2019-12-19,6.0
1115,Diego,Romero,59,Salta,,120527.86,140373.14,False,Plazo fijo,2019-06-13,2.0
1116,Pedro,Fernández,26,Buenos Aires,Empleado,61633.98,116052.15,False,Cuenta corriente,2018-03-27,2.0
1117,Ana,Rodríguez,43,Salta,Empleado,84539.72,172071.72,True,Cuenta corriente,2016-12-28,2.0
1118,Diego,Martínez,37,Santa Fe,Jubilado,78196.17,132563.95,True,Caja de ahorro,2023-01-22,8.0
1119,Ana,Sánchez,57,Neuquén,Empleado,162285.43,175780.88,False,Préstamo personal,2018-02-15,7.0
1120,Sofía,Martínez,27,Salta,Desempleado,63928.48,127181.24,False,Préstamo personal,2021-07-03,1.0
1121,Luis,Romero,36,Córdoba,Desempleado,186276.33,,False,Tarjeta de crédito,2022-07-04,4.0
1122,Carlos,Martínez,20,Buenos Aires,Desempleado,137615.1,146188.7,True,Tarjeta de crédito,2015-12-25,4.0
1123,Pedro,Gómez,41,Neuquén,Jubilado,191044.93,193078.6,False,Préstamo personal,2022-10-15,7.0
1124,Pedro,Martínez,22,Córdoba,Empresario,,,True,Préstamo personal,2016-03-18,2.0
1125,Juan,López,20,Neuquén,Estudiante,88947.78,197479.6,True,Caja de ahorro,2021-01-20,4.0
1126,Ana,García,75,Tucumán,Empleado,54131.68,113805.93,False,Caja de ahorro,2017-08-30,1.0
1127,María,Rodríguez,44,Santa Fe,Estudiante,82229.43,160794.3,True,Préstamo personal,2015-12-27,4.0
1128,Pedro,Martínez,33,Tucumán,Empresario,174364.05,,True,Plazo fijo,2022-03-17,
1129,Ana,Pérez,66,Córdoba,Empresario,97603.06,194629.83,False,Plazo fijo,2017-05-02,2.0
1130,Ana,García,32,Córdoba,Jubilado,133045.97,117253.46,False,Caja de ahorro,2019-06-13,2.0
1131,Lucía,García,52,Córdoba,Desempleado,110348.57,121330.69,True,Cuenta corriente,2019-05-31,10.0
1132,Lucía,Martínez,29,Mendoza,Desempleado,112483.06,99747.9,False,Préstamo personal,2019-10-23,3.0
1133,Carlos,García,58,Santa Fe,Empresario,114407.98,154121.62,True,Tarjeta de crédito,2017-10-20,8.0
1134,Sofía,Sánchez,70,Neuquén,Jubilado,124767.07,173641.95,False,Plazo fijo,2020-03-22,6.0
1135,Carlos,Martínez,61,Chubut,Jubilado,59294.63,169325.17,False,Cuenta corriente,2020-04-14,6.0
1136,Diego,Gómez,43,Córdoba,Empleado,86254.79,144230.48,False,Plazo fijo,2015-08-29,9.0
1137,María,Romero,64,Córdoba,Desempleado,115465.67,123578.35,False,Cuenta corriente,2016-10-27,8.0
1138,Diego,López,51,Neuquén,Empresario,108174.36,138852.8,True,Préstamo personal,2022-02-25,2.0
1139,Marta,Díaz,40,Chubut,Estudiante,76939.77,140378.82,False,Préstamo personal,2018-03-11,6.0
1140,Diego,Fernández,48,Tucumán,Desempleado,120830.05,160104.42,True,Préstamo personal,2022-11-19,1.0
1141,Juan,García,67,Tucumán,Empleado,61442.93,157354.11,True,Caja de ahorro,2017-09-02,9.0
1142,Diego,Gómez,37,Córdoba,Jubilado,38849.69,,False,Cuenta corriente,2020-08-01,
1143,Carlos,Rodríguez,29,Buenos Aires,Empresario,114749.29,151585.44,False,Tarjeta de crédito,2020-09-09,4.0
1144,Pedro,Rodríguez,40,Mendoza,Desempleado,40075.41,164432.04,False,Tarjeta de crédito,2015-08-11,9.0
1145,Pedro,Fernández,21,Tucumán,Estudiante,,152858.23,False,Préstamo personal,2020-01-02,3.0
1146,Lucía,López,40,Buenos Aires,Empleado,2265.95,,False,Tarjeta de crédito,2021-05-02,
1147,María,García,65,Mendoza,Empleado,63750.61,164162.98,True,Plazo fijo,2018-07-29,1.0
1148,María,Sánchez,72,Córdoba,Desempleado,83621.15,133173.58,False,Cuenta corriente,2017-02-26,6.0
1149,Juan,Fernández,65,Santa Fe,Estudiante,19668.24,147671.31,True,Cuenta corriente,2021-08-25,3.0
1150,Carlos,López,18,Salta,Empleado,81366.39,,True,Cuenta corriente,2016-07-09,1.0
1151,Lucía,García,71,Salta,Empresario,159250.98,130585.62,True,Plazo fijo,2020-10-10,10.0
1152,Marta,Gómez,42,Córdoba,Empleado,36484.56,165493.76,True,Caja de ahorro,2022-07-23,6.0
1153,María,Romero,19,Tucumán,Estudiante,82731.34,50746.04,False,Plazo fijo,2017-04-26,10.0
1154,Pedro,Sánchez,47,Buenos Aires,Jubilado,185132.23,142586.24,False,Cuenta corriente,2022-01-12,2.0
1155,Diego,Díaz,20,Santa Fe,Jubilado,46906.96,130315.25,True,Cuenta corriente,2017-12-30,8.0
1156,Diego,Rodríguez,75,Neuquén,Desempleado,169861.17,154810.42,True,Cuenta corriente,2022-04-03,2.0
1157,Lucía,Pérez,38,Mendoza,Estudiante,86049.74,140550.53,False,Tarjeta de crédito,2019-04-09,4.0
1158,Carlos,Gómez,42,Córdoba,Empleado,105095.6,,True,Caja de ahorro,2015-05-20,3.0
1159,Carlos,Rodríguez,37,Santa Fe,Empleado,164574.11,134853.35,False,Plazo fijo,2018-09-25,9.0
1160,Sofía,Martínez,66,Chubut,,75745.1,165453.39,True,Cuenta corriente,2016-08-12,2.0
1161,Luis,Pérez,69,Santa Fe,Jubilado,131551.28,81414.32,False,Préstamo personal,2019-10-16,3.0
1162,María,Rodríguez,39,Tucumán,Empresario,144229.86,154456.49,True,Caja de ahorro,2022-01-19,7.0
1163,Carlos,López,38,Chubut,Jubilado,,112516.83,True,Préstamo personal,2016-06-24,4.0
1164,Pedro,Sánchez,79,Mendoza,Empresario,61928.49,196714.66,True,Caja de ahorro,2021-08-19,6.0
1165,Lucía,Rodríguez,78,Chubut,Empleado,,111871.44,False,Cuenta corriente,2015-10-18,3.0
1166,Marta,Díaz,50,Santa Fe,Empresario,90134.23,,False,Caja de ahorro,2020-09-21,1.0
1167,Sofía,Romero,69,Tucumán,Empresario,46052.6,149538.69,False,Caja de ahorro,2018-06-09,6.0
1168,Ana,López,55,Chubut,Desempleado,67919.98,76849.49,True,Cuenta corriente,2018-05-20,4.0
1169,Juan,Gómez,78,Buenos Aires,Jubilado,-73345.21,114949.31,True,Préstamo personal,2015-01-08,2.0
1170,Marta,Gómez,32,Tucumán,Empresario,83286.37,,True,Préstamo personal,2019-07-16,7.0
1171,Ana,Gómez,75,Buenos Aires,Empleado,144719.71,181640.35,True,Tarjeta de crédito,2016-04-27,10.0
1172,Diego,Gómez,75,Buenos Aires,,16665.54,98025.97,True,Préstamo personal,2020-09-20,5.0
1173,Juan,Romero,63,Chubut,Empresario,76842.77,212514.23,True,Préstamo personal,2015-11-29,6.0
1174,María,Rodríguez,69,Chubut,Jubilado,,149017.43,False,Caja de ahorro,2018-06-10,6.0
1175,Pedro,García,32,Neuquén,Desempleado,98872.0,185393.83,False,Tarjeta de crédito,2017-11-05,9.0
1176,Juan,Rodríguez,63,Neuquén,,167839.72,101526.35,False,Cuenta corriente,2020-10-17,2.0
1177,Luis,Martínez,42,Santa Fe,,49404.23,,True,Cuenta corriente,2020-10-01,6.0
1178,Ana,Sánchez,38,Tucumán,Estudiante,122440.92,166636.17,False,Plazo fijo,2016-11-15,9.0
1179,María,Pérez,41,Neuquén,Empresario,,,True,Tarjeta de crédito,2017-09-20,
1180,Luis,García,74,Buenos Aires,Empresario,120053.23,33168.36,True,Caja de ahorro,2019-12-03,
1181,Diego,García,75,Neuquén,Jubilado,142112.41,142368.71,False,Plazo fijo,2019-12-30,7.0
1182,Luis,Rodríguez,22,Mendoza,Empresario,,71412.07,True,Plazo fijo,2022-01-18,1.0
1183,Sofía,García,23,Santa Fe,Empleado,82753.13,107172.3,True,Cuenta corriente,2019-12-11,5.0
1184,Sofía,Fernández,66,Tucumán,Estudiante,113746.68,93885.29,True,Préstamo personal,2019-08-30,4.0
1185,Lucía,Fernández,60,Tucumán,Desempleado,114224.6,195302.22,True,Caja de ahorro,2015-03-04,
1186,Marta,Martínez,65,Salta,,133299.48,207854.2,True,Tarjeta de crédito,2015-09-18,2.0
1187,Marta,Pérez,61,Tucumán,,93811.65,163662.56,False,Plazo fijo,2017-05-07,2.0
1188,María,Díaz,64,Santa Fe,Desempleado,146556.94,140797.25,False,Caja de ahorro,2018-06-17,2.0
1189,Diego,Romero,40,Mendoza,Jubilado,171730.27,151133.55,True,Cuenta corriente,2019-01-28,7.0
1190,Carlos,Rodríguez,21,Tucumán,Estudiante,84106.63,,True,Plazo fijo,2018-02-04,4.0
1191,Sofía,Romero,44,Salta,Desempleado,102321.99,70662.87,False,Plazo fijo,2020-07-23,6.0
1192,María,Díaz,35,Santa Fe,,54759.26,106995.92,False,Cuenta corriente,2015-06-29,7.0
1193,Carlos,Rodríguez,38,Buenos Aires,,117012.87,190161.7,False,Cuenta corriente,2015-12-21,9.0
1194,Marta,Rodríguez,45,Córdoba,Empleado,117331.89,198490.84,True,Cuenta corriente,2017-07-22,2.0
1195,Lucía,Pérez,52,Córdoba,Estudiante,102899.32,173588.85,False,Caja de ahorro,2022-08-06,10.0
1196,Luis,Romero,39,Buenos Aires,Desempleado,106669.98,,False,Caja de ahorro,2016-08-11,9.0
1197,Sofía,Fernández,57,Neuquén,,,189581.96,True,Caja de ahorro,2019-10-27,5.0
1198,María,Gómez,40,Tucumán,Desempleado,-44336.14,204457.31,True,Préstamo personal,2016-08-27,6.0
1199,Juan,Romero,20,Chubut,Jubilado,75167.16,178730.01,False,Plazo fijo,2021-02-06,6.0
1200,Carlos,Sánchez,57,Córdoba,,82813.82,50239.61,True,Caja de ahorro,2015-06-23,3.0
1201,Luis,Sánchez,67,Neuquén,Jubilado,172845.63,154983.79,False,Préstamo personal,2021-07-29,10.0
1202,Sofía,Rodríguez,27,Córdoba,Empresario,123764.44,173409.6,False,Plazo fijo,2015-12-20,7.0
1203,Marta,Gómez,42,Buenos Aires,Desempleado,,129375.31,True,Caja de ahorro,2018-08-31,
1204,Diego,López,69,Tucumán,Empresario,162992.81,,True,Cuenta corriente,2016-03-09,8.0
1205,Carlos,Díaz,66,Tucumán,,,129461.63,False,Tarjeta de crédito,2023-01-31,5.0
1206,Marta,Martínez,25,Neuquén,,132616.33,115536.26,True,Caja de ahorro,2021-05-18,2.0
1207,Sofía,Gómez,72,Buenos Aires,Estudiante,,210423.63,True,Tarjeta de crédito,2015-09-16,3.0
1208,Carlos,Martínez,28,Neuquén,Estudiante,47334.68,158602.75,True,Caja de ahorro,2017-05-17,9.0
1209,Luis,Romero,78,Tucumán,Estudiante,189708.35,105760.81,True,Cuenta corriente,2022-02-19,6.0
1210,Sofía,Romero,22,Chubut,Empresario,118451.59,,True,Tarjeta de crédito,2020-08-14,8.0
1211,Ana,Martínez,75,Tucumán,Desempleado,132233.13,115560.72,True,Préstamo personal,2020-06-26,8.0
1212,María,Díaz,62,Santa Fe,Empresario,45991.27,115777.07,True,Cuenta corriente,2016-08-18,
1213,Luis,Gómez,70,Chubut,Desempleado,125517.63,155861.21,False,Tarjeta de crédito,2019-07-27,1.0
1214,Carlos,López,72,Neuquén,Desempleado,188911.64,169422.27,True,Tarjeta de crédito,2016-01-29,6.0
1215,Diego,Rodríguez,54,Santa Fe,Estudiante,86127.5,169379.47,False,Cuenta corriente,2015-12-02,
1216,Marta,Pérez,73,Buenos Aires,Empresario,37210.03,119995.52,True,Cuenta corriente,2020-10-11,9.0
1217,Juan,Romero,76,Mendoza,Desempleado,109198.81,186825.23,False,Cuenta corriente,2015-02-13,2.0
1218,Marta,Sánchez,62,Córdoba,Jubilado,48205.15,199113.77,True,Plazo fijo,2021-01-09,
1219,Carlos,Díaz,55,Santa Fe,,22110.07,139601.47,False,Préstamo personal,2017-05-03,10.0
1220,Marta,Pérez,46,Córdoba,Jubilado,63261.72,108717.17,True,Caja de ahorro,2015-10-02,1.0
1221,María,López,22,Salta,Empresario,,154011.3,False,Tarjeta de crédito,2016-03-01,5.0
1222,Sofía,García,26,Buenos Aires,Empresario,,236403.05,True,Caja de ahorro,2016-04-27,2.0
1223,Juan,Rodríguez,76,Mendoza,Empresario,166323.34,107668.1,True,Cuenta corriente,2015-08-02,
1224,Pedro,Romero,65,Salta,Desempleado,194480.5,128953.47,False,Préstamo personal,2020-10-27,2.0
1225,Carlos,Rodríguez,19,Salta,Empleado,130904.4,,False,Préstamo personal,2015-05-19,4.0
1226,Lucía,Pérez,18,Tucumán,Desempleado,119209.77,,True,Plazo fijo,2017-08-07,3.0
1227,Pedro,Rodríguez,57,Salta,Desempleado,92897.59,70576.8,False,Cuenta corriente,2015-04-08,9.0
1228,Marta,García,77,Buenos Aires,Estudiante,55183.36,202235.51,False,Tarjeta de crédito,2016-10-25,10.0
1229,Carlos,Pérez,68,Santa Fe,Estudiante,180145.51,201691.68,True,Plazo fijo,2021-02-23,2.0
1230,Ana,Romero,47,Buenos Aires,Desempleado,96857.33,133008.25,False,Cuenta corriente,2022-10-03,7.0
1231,Lucía,Gómez,28,Santa Fe,Jubilado,76870.73,258264.73,True,Plazo fijo,2021-01-12,3.0
1232,Juan,Sánchez,45,Salta,Estudiante,150737.83,199108.22,False,Caja de ahorro,2017-12-09,10.0
1233,Diego,Pérez,61,Salta,Desempleado,96320.79,196978.0,True,Cuenta corriente,2016-04-23,8.0
1234,Ana,Fernández,29,Chubut,Empleado,148864.71,197502.13,False,Tarjeta de crédito,2021-03-25,
1235,Pedro,García,56,Mendoza,Jubilado,79512.56,196348.64,True,Tarjeta de crédito,2022-01-13,4.0
1236,Sofía,Pérez,43,Santa Fe,Empresario,150881.85,149123.62,True,Cuenta corriente,2021-01-05,
1237,María,Pérez,30,Salta,Desempleado,148988.36,,False,Plazo fijo,2017-12-17,3.0
1238,Diego,Fernández,76,Tucumán,Desempleado,166241.42,112257.2,False,Préstamo personal,2015-06-11,7.0
1239,Ana,Romero,25,Chubut,Jubilado,,126905.13,True,Cuenta corriente,2022-12-20,1.0
1240,Sofía,Pérez,78,Córdoba,Estudiante,95848.03,137564.09,True,Tarjeta de crédito,2019-02-09,7.0
